entry_time,exit_time,entry_price,exit_price,side,size,pnl,fees,exit_reason
2025-07-14 12:00:00,2025-07-15 00:00:00,121406.50638,119037.86544052619,short,0.001,2.128196567653289,0.24044437182052622,TakeProfit
2025-07-15 00:00:00,2025-07-15 04:00:00,119901.10058999999,118642.73853930795,long,0.001,-1.4969058898213496,0.23854383912930793,StopLoss
2025-07-15 12:00:00,2025-07-16 12:00:00,117172.53699,119456.22973593509,long,0.001,2.047063979209164,0.2366287667259351,TakeProfit
2025-07-19 00:00:00,2025-07-20 20:00:00,117983.80241999999,116745.5624136021,long,0.001,-1.472969371231488,0.2347293648336021,StopLoss
2025-07-22 04:00:00,2025-07-22 16:00:00,117268.605,119554.17011145002,long,0.001,2.048742336338572,0.23682277511145,TakeProfit
2025-07-23 12:00:00,2025-07-23 16:00:00,118597.72923,117353.04606173116,long,0.001,-1.4806339435605664,0.2359507752917312,StopLoss
2025-07-25 12:00:00,2025-07-26 08:00:00,116601.85179,117245.81776500001,long,0.001,0.4101183054450137,0.23384766955500005,SignalReverse
2025-07-26 08:00:00,2025-07-27 04:00:00,117245.81776500001,118477.48508062134,short,0.001,-1.4673906184669434,0.23572330284562137,StopLoss
2025-07-29 00:00:00,2025-07-29 12:00:00,118121.35116,118533.08381000001,long,0.001,0.17507821503000534,0.23665443497000002,SignalReverse
2025-07-29 12:00:00,2025-07-30 00:00:00,118533.08381000001,118009.73537999998,short,0.001,0.28680561081002726,0.23654281919000003,SignalReverse
2025-07-30 00:00:00,2025-07-30 16:00:00,118009.73537999998,116771.2232071869,long,0.001,-1.4732931314002777,0.2347809585871869,StopLoss
2025-07-31 12:00:00,2025-07-31 20:00:00,118312.064375,116003.79599904374,short,0.001,2.0739525155822207,0.23431586037404376,TakeProfit
